valence,arousal,dominance
0.354,0.73,0.598
0.406,0.74,0.466
0.194,0.796,0.34
0.24,0.567,0.36
0.793,0.33,0.363
0.622,0.321,0.281
0.396,0.417,0.589
0.354,0.51,0.583
0.439,0.491,0.725
0.448,0.275,0.417
0.194,0.776,0.396
0.194,0.471,0.25
0.083,0.644,0.167
0.039,0.582,0.208
0.375,0.42,0.273
0.194,0.906,0.355
0.223,0.49,0.466
0.427,0.173,0.274
0.45,0.647,0.529
0.625,0.51,0.731
0.51,0.755,0.636
0.51,0.427,0.342
0.479,0.519,0.467
0.604,0.26,0.185
0.684,0.366,0.405
0.255,0.657,0.435
0.153,0.877,0.417
0.238,0.908,0.255
0.156,0.843,0.321
0.344,0.67,0.411
0.302,0.743,0.415
0.688,0.259,0.22
0.723,0.273,0.288
0.594,0.192,0.269
0.823,0.337,0.345
0.44,0.286,0.3
0.786,0.588,0.789
0.927,0.575,0.868
0.917,0.518,0.788
0.938,0.684,0.815
0.865,0.592,0.856
0.669,0.625,0.62
0.76,0.46,0.737
0.735,0.337,0.597
0.708,0.373,0.675
0.875,0.427,0.809
0.917,0.441,0.75
0.673,0.549,0.648
0.67,0.55,0.64
0.802,0.51,0.742
0.781,0.39,0.691
0.673,0.55,0.741
0.479,0.594,0.689
0.573,0.245,0.544
0.552,0.392,0.33
0.354,0.647,0.361
0.429,0.558,0.366
0.292,0.613,0.282
0.125,0.861,0.373
0.084,0.62,0.42
0.667,0.357,0.523
0.562,0.224,0.349
0.76,0.575,0.594
0.698,0.382,0.407
0.458,0.333,0.333
0.235,0.346,0.175
0.265,0.583,0.312
0.094,0.741,0.328
0.361,0.471,0.275
0.604,0.598,0.735
0.602,0.58,0.548
0.653,0.24,0.407
0.423,0.539,0.37
0.167,0.612,0.254
0.071,0.943,0.63
0.021,0.83,0.529
0.122,0.863,0.58
0.26,0.557,0.396
0.667,0.385,0.37
0.245,0.84,0.377
0.094,0.392,0.161
0.035,0.358,0.236
0.156,0.598,0.391
0.208,0.811,0.431
0.776,0.692,0.508
0.656,0.55,0.509
0.396,0.41,0.736
0.264,0.604,0.686
0.312,0.802,0.545
0.073,0.7,0.452
0.115,0.563,0.505
0.143,0.708,0.473
0.24,0.6,0.311
0.302,0.76,0.537
0.542,0.539,0.482
0.337,0.346,0.298
0.327,0.452,0.451
0.385,0.412,0.421
0.552,0.216,0.327
0.344,0.708,0.61
0.531,0.429,0.421
0.745,0.33,0.43
0.171,0.765,0.55
0.146,0.594,0.305
0.615,0.26,0.5
0.551,0.519,0.407
0.448,0.321,0.569
0.531,0.441,0.529
0.344,0.598,0.56
0.431,0.49,0.508
0.316,0.896,0.722
0.549,0.349,0.451
0.559,0.55,0.5
0.557,0.441,0.38
0.611,0.423,0.455
0.521,0.637,0.447
0.281,0.606,0.312
0.333,0.363,0.279
0.261,0.429,0.345
0.531,0.519,0.404
0.224,0.439,0.363
0.406,0.531,0.386
0.35,0.827,0.731
0.694,0.286,0.585
0.469,0.723,0.806
0.708,0.572,0.737
0.773,0.594,0.831
0.541,0.657,0.777
0.429,0.435,0.585
0.469,0.48,0.51
0.135,0.857,0.541
0.146,0.878,0.573
0.312,0.33,0.444
0.198,0.402,0.357
0.122,0.866,0.391
0.146,0.79,0.471
0.092,0.836,0.536
0.74,0.442,0.683
0.878,0.65,0.5
0.737,0.49,0.608
0.886,0.58,0.56
0.417,0.255,0.216
0.333,0.48,0.423
0.167,0.696,0.308
0.125,0.531,0.224
0.292,0.63,0.406
0.625,0.56,0.539
0.592,0.72,0.709
0.439,0.588,0.548
0.271,0.676,0.582
0.167,0.647,0.3
0.271,0.709,0.598
0.219,0.755,0.411
0.542,0.337,0.456
0.625,0.531,0.473
0.302,0.294,0.302
0.469,0.558,0.519
0.133,0.627,0.255
0.375,0.702,0.311
0.153,0.704,0.208
0.156,0.431,0.386
0.296,0.516,0.474
0.49,0.415,0.65
0.618,0.27,0.508
0.765,0.235,0.534
0.6,0.449,0.565
0.646,0.382,0.284
0.354,0.385,0.36
0.469,0.226,0.274
0.458,0.306,0.407
0.479,0.343,0.417
0.21,0.573,0.23
0.42,0.459,0.284
0.49,0.235,0.237
0.885,0.559,0.475
0.906,0.547,0.567
0.847,0.382,0.5
0.917,0.562,0.433
0.521,0.433,0.484
0.469,0.453,0.387
0.714,0.365,0.39
0.654,0.443,0.519
0.365,0.702,0.464
0.667,0.55,0.602
0.656,0.586,0.695
0.112,0.745,0.368
0.14,0.7,0.319
0.062,0.676,0.333
0.448,0.535,0.648
0.708,0.41,0.598
0.837,0.343,0.564
0.625,0.324,0.462
0.802,0.39,0.623
0.753,0.304,0.675
0.635,0.429,0.625
0.337,0.324,0.343
0.259,0.623,0.292
0.57,0.433,0.432
0.604,0.685,0.683
0.135,0.673,0.377
0.615,0.167,0.231
0.553,0.2,0.304
0.656,0.333,0.344
0.49,0.61,0.402
0.44,0.519,0.46
0.823,0.292,0.574
0.726,0.418,0.526
0.667,0.318,0.613
0.688,0.389,0.688
0.472,0.371,0.402
0.542,0.442,0.278
0.719,0.377,0.623
0.219,0.618,0.623
0.75,0.755,0.463
0.635,0.6,0.483
0.385,0.452,0.351
0.583,0.592,0.4
0.583,0.418,0.592
0.625,0.312,0.612
0.708,0.306,0.62
0.633,0.345,0.302
0.033,0.72,0.375
0.083,0.783,0.393
0.112,0.86,0.446
0.423,0.451,0.431
0.245,0.61,0.452
0.306,0.439,0.497
0.23,0.578,0.431
0.698,0.278,0.304
0.615,0.123,0.342
0.635,0.412,0.598
0.417,0.367,0.447
0.48,0.375,0.307
0.542,0.407,0.337
0.48,0.575,0.411
0.653,0.221,0.292
0.823,0.283,0.395
0.667,0.71,0.7
0.354,0.538,0.443
0.156,0.625,0.454
0.618,0.26,0.293
0.418,0.462,0.718
0.594,0.625,0.528
0.494,0.472,0.675
0.552,0.382,0.688
0.7,0.253,0.561
0.562,0.43,0.673
0.625,0.504,0.59
0.49,0.49,0.393
0.365,0.37,0.328
0.92,0.528,0.579
0.34,0.32,0.377
0.638,0.528,0.464
0.173,0.648,0.528
0.552,0.3,0.345
0.432,0.51,0.518
0.427,0.731,0.583
0.197,0.653,0.491
0.11,0.823,0.663
0.448,0.375,0.536
0.337,0.54,0.342
0.479,0.392,0.433
0.5,0.41,0.384
0.229,0.667,0.545
0.677,0.594,0.611
0.635,0.4,0.533
0.38,0.45,0.554
0.684,0.582,0.576
0.416,0.796,0.673
0.459,0.324,0.447
0.458,0.294,0.414
0.542,0.363,0.362
0.135,0.632,0.473
0.156,0.76,0.474
0.104,0.78,0.454
0.173,0.578,0.312
0.314,0.481,0.4
0.186,0.657,0.443
0.378,0.442,0.474
0.48,0.348,0.643
0.51,0.337,0.34
0.55,0.53,0.491
0.562,0.726,0.676
0.857,0.412,0.786
0.795,0.4,0.736
0.51,0.24,0.364
0.333,0.49,0.5
0.255,0.436,0.157
0.224,0.797,0.613
0.653,0.347,0.473
0.604,0.284,0.424
0.67,0.519,0.4
0.633,0.255,0.462
0.562,0.367,0.333
0.51,0.417,0.424
0.622,0.27,0.365
0.25,0.553,0.394
0.059,0.726,0.403
0.104,0.635,0.182
0.082,0.76,0.31
0.694,0.48,0.5
0.073,0.784,0.431
0.135,0.75,0.416
0.1,0.76,0.465
0.36,0.279,0.21
0.271,0.422,0.336
0.459,0.378,0.473
0.719,0.475,0.4
0.894,0.84,0.551
0.74,0.768,0.545
0.885,0.868,0.444
0.398,0.298,0.293
0.673,0.52,0.63
0.115,0.923,0.673
0.02,0.941,0.658
0.082,0.93,0.564
0.396,0.606,0.358
0.362,0.469,0.375
0.39,0.381,0.383
0.77,0.56,0.698
0.677,0.788,0.684
0.429,0.714,0.653
0.54,0.451,0.49
0.583,0.84,0.711
0.198,0.398,0.426
0.25,0.471,0.382
0.135,0.44,0.452
0.219,0.548,0.443
0.102,0.602,0.418
0.188,0.627,0.423
0.102,0.69,0.365
0.885,0.37,0.608
0.115,0.765,0.418
0.417,0.608,0.5
0.574,0.312,0.324
0.51,0.371,0.595
0.276,0.393,0.338
0.612,0.627,0.799
0.208,0.688,0.27
0.5,0.25,0.426
0.604,0.286,0.644
0.604,0.231,0.4
0.708,0.637,0.518
0.908,0.415,0.455
0.479,0.464,0.357
0.827,0.235,0.519
0.694,0.471,0.473
0.719,0.269,0.389
0.802,0.358,0.474
0.776,0.481,0.36
0.75,0.337,0.456
0.776,0.36,0.479
0.865,0.42,0.545
0.646,0.45,0.417
0.76,0.368,0.377
0.75,0.324,0.454
0.245,0.735,0.329
0.3,0.697,0.277
0.73,0.782,0.683
0.854,0.88,0.767
0.531,0.43,0.736
0.235,0.447,0.392
0.052,0.454,0.194
0.229,0.453,0.368
0.214,0.615,0.46
0.406,0.769,0.411
0.17,0.418,0.323
0.143,0.849,0.554
0.281,0.835,0.482
0.125,0.413,0.219
0.719,0.599,0.543
0.799,0.615,0.683
0.541,0.43,0.629
0.724,0.415,0.598
0.6,0.491,0.48
0.612,0.469,0.723
0.88,0.434,0.629
0.902,0.427,0.508
0.156,0.539,0.255
0.031,0.72,0.472
0.051,0.652,0.311
0.073,0.771,0.682
0.156,0.606,0.266
0.219,0.529,0.17
0.181,0.61,0.474
0.408,0.691,0.683
0.354,0.901,0.5
0.417,0.5,0.466
0.125,0.49,0.308
0.333,0.4,0.474
0.247,0.343,0.549
0.427,0.58,0.456
0.135,0.396,0.327
0.204,0.598,0.336
0.219,0.546,0.16
0.806,0.606,0.629
0.771,0.627,0.454
0.531,0.402,0.665
0.237,0.455,0.291
0.29,0.559,0.324
0.48,0.324,0.353
0.438,0.567,0.51
0.573,0.753,0.62
0.143,0.312,0.17
0.017,0.375,0.169
0.073,0.51,0.214
0.021,0.538,0.188
0.423,0.481,0.415
0.02,0.696,0.343
0.071,0.788,0.371
0.094,0.775,0.414
0.059,0.673,0.302
0.099,0.636,0.426
0.74,0.54,0.464
0.75,0.235,0.634
0.823,0.296,0.653
0.09,0.745,0.37
0.027,0.605,0.294
0.656,0.54,0.855
0.75,0.48,0.843
0.385,0.353,0.282
0.507,0.259,0.305
0.52,0.292,0.377
0.417,0.63,0.652
0.646,0.51,0.839
0.74,0.509,0.935
0.42,0.333,0.394
0.551,0.59,0.714
0.635,0.582,0.673
0.677,0.623,0.668
0.25,0.549,0.311
0.173,0.491,0.24
0.328,0.4,0.264
0.625,0.274,0.356
0.551,0.51,0.64
0.562,0.34,0.686
0.194,0.596,0.241
0.073,0.442,0.231
0.133,0.6,0.263
0.438,0.43,0.509
0.208,0.52,0.311
0.611,0.538,0.573
0.734,0.311,0.573
0.954,0.37,0.404
0.863,0.548,0.462
0.878,0.553,0.526
0.908,0.46,0.381
0.84,0.471,0.455
0.802,0.327,0.462
0.149,0.46,0.33
0.125,0.36,0.267
0.224,0.271,0.17
0.32,0.346,0.224
0.552,0.478,0.746
0.255,0.427,0.373
0.156,0.49,0.225
0.4,0.814,0.548
0.459,0.445,0.6
0.823,0.431,0.588
0.867,0.471,0.682
0.49,0.51,0.466
0.355,0.33,0.412
0.375,0.286,0.455
0.438,0.462,0.527
0.52,0.32,0.592
0.551,0.63,0.473
0.594,0.529,0.69
0.49,0.473,0.657
0.625,0.53,0.776
0.583,0.375,0.292
0.11,0.67,0.481
0.143,0.688,0.402
0.459,0.343,0.712
0.092,0.5,0.224
0.104,0.582,0.145
0.163,0.567,0.315
0.135,0.561,0.185
0.146,0.594,0.33
0.122,0.58,0.274
0.163,0.696,0.286
0.698,0.722,0.67
0.25,0.71,0.491
0.663,0.451,0.582
0.639,0.708,0.75
0.604,0.871,0.812
0.652,0.698,0.802
0.143,0.357,0.105
0.74,0.509,0.593
0.542,0.64,0.678
0.245,0.459,0.317
0.51,0.396,0.447
0.765,0.542,0.327
0.343,0.5,0.413
0.333,0.78,0.76
0.25,0.792,0.769
0.398,0.663,0.431
0.073,0.373,0.179
0.24,0.464,0.132
0.358,0.5,0.269
0.688,0.415,0.632
0.67,0.214,0.646
0.708,0.292,0.741
0.573,0.375,0.579
0.583,0.479,0.787
0.148,0.404,0.237
0.287,0.536,0.407
0.133,0.491,0.482
0.188,0.5,0.382
0.188,0.69,0.434
0.112,0.654,0.284
0.198,0.435,0.308
0.16,0.569,0.241
0.175,0.635,0.314
0.375,0.598,0.653
0.427,0.317,0.389
0.719,0.575,0.849
0.112,0.491,0.272
0.167,0.48,0.43
0.353,0.884,0.657
0.143,0.72,0.298
0.069,0.724,0.264
0.245,0.578,0.371
0.16,0.608,0.315
0.083,0.5,0.184
0.167,0.433,0.205
0.031,0.583,0.232
0.724,0.365,0.663
0.31,0.685,0.212
0.188,0.472,0.259
0.104,0.654,0.347
0.204,0.51,0.162
0.188,0.49,0.216
0.781,0.642,0.718
0.612,0.491,0.658
0.562,0.431,0.609
0.292,0.298,0.409
0.297,0.725,0.44
0.062,0.506,0.462
0.561,0.448,0.447
0.551,0.654,0.682
0.561,0.678,0.596
0.392,0.552,0.573
0.812,0.279,0.336
0.583,0.294,0.366
0.656,0.474,0.4
0.927,0.65,0.589
0.949,0.666,0.647
0.938,0.664,0.685
0.918,0.735,0.644
0.448,0.43,0.445
0.521,0.402,0.314
0.135,0.86,0.508
0.051,0.904,0.5
0.219,0.774,0.538
0.233,0.694,0.484
0.583,0.37,0.582
0.75,0.52,0.658
0.704,0.461,0.786
0.458,0.38,0.453
0.551,0.343,0.509
0.143,0.627,0.353
0.245,0.714,0.612
0.344,0.647,0.4
0.219,0.745,0.327
0.792,0.612,0.755
0.469,0.529,0.684
0.292,0.673,0.5
0.396,0.75,0.828
0.271,0.52,0.212
0.104,0.645,0.308
0.633,0.433,0.657
0.088,0.787,0.309
0.092,0.779,0.337
0.104,0.596,0.456
0.51,0.314,0.423
0.68,0.5,0.84
0.582,0.4,0.755
0.802,0.519,0.798
0.459,0.356,0.594
0.125,0.632,0.7
0.271,0.647,0.353
0.133,0.827,0.541
0.037,0.908,0.509
0.146,0.875,0.6
0.735,0.471,0.749
0.771,0.552,0.839
0.617,0.5,0.649
0.698,0.571,0.693
0.551,0.676,0.679
0.656,0.528,0.736
0.52,0.598,0.733
0.082,0.59,0.149
0.418,0.37,0.368
0.69,0.315,0.417
0.51,0.347,0.398
0.23,0.509,0.417
0.194,0.435,0.318
0.188,0.604,0.333
0.52,0.382,0.327
0.49,0.363,0.429
0.458,0.375,0.679
0.45,0.41,0.613
0.448,0.471,0.534
0.083,0.78,0.426
0.354,0.343,0.536
0.602,0.471,0.561
0.306,0.606,0.325
0.573,0.404,0.463
0.479,0.62,0.642
0.429,0.57,0.569
0.364,0.6,0.582
0.146,0.83,0.561
0.316,0.667,0.321
0.08,0.542,0.272
0.48,0.265,0.269
0.398,0.48,0.444
0.245,0.536,0.391
0.708,0.358,0.642
0.612,0.422,0.446
0.573,0.5,0.426
0.388,0.429,0.358
0.88,0.357,0.741
0.357,0.404,0.451
0.25,0.451,0.433
0.429,0.365,0.356
0.354,0.455,0.404
0.663,0.529,0.723
0.49,0.566,0.602
0.153,0.37,0.236
0.135,0.657,0.23
0.135,0.575,0.373
0.5,0.52,0.585
0.51,0.52,0.612
0.167,0.667,0.546
0.104,0.786,0.45
0.286,0.42,0.451
0.54,0.379,0.483
0.604,0.431,0.5
0.394,0.51,0.471
0.551,0.373,0.481
0.635,0.255,0.471
0.031,0.837,0.395
0.115,0.854,0.453
0.27,0.623,0.445
0.135,0.672,0.25
0.143,0.571,0.386
0.219,0.635,0.528
0.024,0.445,0.136
0.146,0.559,0.216
0.031,0.52,0.232
0.143,0.434,0.202
0.135,0.4,0.308
0.194,0.61,0.413
0.271,0.591,0.34
0.354,0.506,0.536
0.708,0.561,0.759
0.429,0.53,0.787
0.108,0.802,0.375
0.376,0.868,0.357
0.208,0.47,0.237
0.265,0.67,0.292
0.521,0.519,0.644
0.541,0.491,0.508
0.396,0.324,0.36
0.385,0.406,0.443
0.531,0.358,0.528
0.422,0.5,0.556
0.208,0.46,0.327
0.122,0.58,0.404
0.385,0.535,0.231
0.684,0.42,0.625
0.391,0.48,0.565
0.219,0.493,0.25
0.3,0.402,0.158
0.542,0.472,0.555
0.582,0.425,0.596
0.667,0.352,0.57
0.255,0.806,0.509
0.125,0.833,0.564
0.469,0.279,0.389
0.156,0.48,0.214
0.122,0.71,0.366
0.122,0.63,0.289
0.802,0.436,0.613
0.781,0.582,0.689
0.802,0.596,0.858
0.796,0.327,0.632
0.531,0.538,0.683
0.5,0.412,0.616
0.612,0.571,0.675
0.745,0.38,0.595
0.875,0.519,0.67
0.792,0.355,0.552
0.684,0.55,0.675
0.74,0.735,0.75
0.896,0.692,0.647
0.814,0.821,0.632
0.719,0.824,0.562
0.22,0.358,0.291
0.51,0.135,0.422
0.104,0.32,0.228
0.073,0.481,0.273
0.115,0.794,0.245
0.073,0.735,0.286
0.448,0.4,0.613
0.26,0.745,0.361
0.083,0.842,0.337
0.125,0.904,0.419
0.146,0.71,0.255
0.167,0.745,0.296
0.133,0.378,0.221
0.141,0.824,0.592
0.255,0.696,0.62
0.755,0.491,0.404
0.708,0.471,0.637
0.698,0.462,0.617
0.781,0.413,0.611
0.13,0.451,0.222
0.046,0.935,0.635
0.031,0.696,0.288
0.083,0.83,0.543
0.041,0.828,0.66
0.071,0.868,0.525
0.102,0.929,0.613
0.177,0.87,0.713
0.357,0.625,0.45
0.28,0.396,0.216
0.243,0.7,0.443
0.514,0.406,0.528
0.603,0.314,0.472
0.583,0.367,0.481
0.351,0.345,0.43
0.306,0.51,0.321
0.531,0.52,0.565
0.479,0.539,0.649
0.708,0.567,0.538
0.5,0.764,0.901
0.459,0.63,0.724
0.265,0.698,0.562
0.344,0.537,0.567
0.458,0.304,0.426
0.083,0.471,0.202
0.053,0.549,0.237
0.104,0.459,0.112
0.13,0.512,0.283
0.625,0.565,0.723
0.63,0.314,0.772
0.776,0.725,0.795
0.612,0.368,0.776
0.76,0.528,0.673
0.292,0.461,0.385
0.083,0.8,0.492
0.177,0.637,0.412
0.375,0.85,0.696
0.167,0.931,0.741
0.207,0.875,0.75
0.398,0.539,0.309
0.344,0.438,0.368
0.281,0.538,0.263
0.203,0.679,0.387
0.276,0.353,0.363
0.479,0.338,0.425
0.439,0.431,0.509
0.321,0.462,0.212
0.021,0.796,0.509
0.12,0.544,0.264
0.104,0.856,0.419
0.09,0.904,0.472
0.771,0.67,0.821
0.844,0.653,0.864
0.833,0.587,0.714
0.827,0.5,0.796
0.094,0.589,0.398
0.173,0.562,0.269
0.354,0.634,0.536
0.105,0.513,0.336
0.562,0.404,0.627
0.161,0.9,0.611
0.347,0.559,0.358
0.073,0.865,0.49
0.25,0.519,0.259
0.551,0.557,0.67
0.219,0.436,0.3
0.345,0.434,0.425
0.367,0.427,0.596
0.802,0.49,0.642
0.867,0.32,0.698
0.816,0.461,0.577
0.802,0.561,0.673
0.74,0.394,0.655
0.344,0.888,0.574
0.62,0.357,0.464
0.604,0.225,0.464
0.458,0.473,0.444
0.771,0.673,0.864
0.333,0.402,0.323
0.051,0.472,0.279
0.125,0.269,0.237
0.102,0.912,0.456
0.378,0.52,0.714
0.571,0.5,0.819
0.417,0.483,0.635
0.54,0.44,0.75
0.5,0.343,0.41
0.562,0.357,0.445
0.62,0.427,0.596
0.635,0.422,0.526
0.51,0.54,0.638
0.599,0.441,0.625
0.194,0.567,0.407
0.427,0.298,0.483
0.91,0.606,0.769
0.927,0.684,0.917
0.409,0.274,0.155
0.459,0.337,0.517
0.092,0.684,0.143
0.038,0.692,0.25
0.698,0.292,0.464
0.354,0.569,0.409
0.479,0.37,0.344
0.51,0.41,0.391
0.458,0.441,0.264
0.29,0.833,0.727
0.365,0.452,0.538
0.323,0.482,0.483
0.208,0.5,0.462
0.115,0.608,0.284
0.31,0.694,0.358
0.48,0.423,0.668
0.255,0.378,0.627
0.073,0.76,0.862
0.204,0.77,0.84
0.082,0.806,0.784
0.439,0.373,0.679
0.62,0.25,0.598
0.385,0.51,0.528
0.645,0.48,0.673
0.429,0.566,0.393
0.031,0.765,0.259
0.021,0.65,0.327
0.49,0.327,0.448
0.429,0.235,0.398
0.551,0.22,0.261
0.23,0.398,0.396
0.474,0.56,0.483
0.365,0.582,0.342
0.612,0.394,0.473
0.52,0.378,0.535
0.367,0.561,0.535
0.48,0.431,0.506
0.418,0.41,0.455
0.235,0.7,0.508
0.082,0.784,0.357
0.079,0.74,0.368
0.43,0.431,0.321
0.356,0.615,0.517
0.367,0.585,0.637
0.72,0.413,0.483
0.531,0.41,0.455
0.542,0.413,0.434
0.447,0.286,0.333
0.74,0.382,0.529
0.766,0.481,0.635
0.854,0.588,0.735
0.844,0.391,0.873
0.271,0.625,0.411
0.448,0.67,0.635
0.36,0.384,0.49
0.229,0.618,0.286
0.385,0.574,0.368
0.347,0.49,0.578
0.536,0.587,0.491
0.153,0.59,0.43
0.688,0.423,0.7
0.76,0.426,0.759
0.427,0.36,0.373
0.417,0.344,0.332
0.275,0.192,0.349
0.469,0.31,0.229
0.445,0.337,0.352
0.398,0.321,0.273
0.653,0.317,0.345
0.592,0.415,0.627
0.561,0.484,0.596
0.24,0.357,0.167
0.156,0.269,0.196
0.316,0.296,0.245
0.323,0.2,0.109
0.255,0.459,0.175
0.44,0.417,0.398
0.821,0.519,0.478
0.643,0.302,0.538
0.51,0.269,0.325
0.608,0.472,0.346
0.156,0.483,0.343
0.724,0.35,0.459
0.357,0.451,0.358
0.823,0.392,0.379
0.796,0.406,0.341
0.448,0.63,0.596
0.378,0.48,0.492
0.52,0.283,0.518
0.51,0.288,0.575
0.592,0.441,0.462
0.354,0.433,0.456
0.516,0.583,0.397
0.75,0.462,0.731
0.74,0.396,0.774
0.563,0.262,0.868
0.653,0.363,0.918
0.548,0.361,0.348
0.43,0.402,0.34
0.365,0.312,0.316
0.214,0.66,0.259
0.793,0.403,0.65
0.542,0.49,0.541
0.719,0.33,0.684
0.604,0.53,0.918
0.747,0.4,0.702
0.688,0.58,0.912
0.439,0.413,0.538
0.112,0.5,0.236
0.153,0.46,0.17
0.073,0.482,0.173
0.115,0.43,0.269
0.308,0.443,0.235
0.15,0.377,0.282
0.176,0.41,0.291
0.133,0.59,0.345
0.042,0.643,0.178
0.255,0.643,0.35
0.104,0.618,0.236
0.156,0.519,0.424
0.135,0.5,0.328
0.104,0.418,0.231
0.143,0.441,0.35
0.214,0.698,0.367
0.167,0.427,0.379
0.15,0.633,0.288
0.071,0.472,0.241
0.073,0.64,0.2
0.115,0.49,0.336
0.085,0.551,0.367
0.16,0.594,0.445
0.104,0.55,0.114
0.245,0.625,0.452
0.292,0.528,0.613
0.198,0.657,0.223
0.082,0.892,0.433
0.071,0.741,0.439
0.302,0.491,0.417
0.188,0.409,0.373
0.188,0.441,0.352
0.418,0.473,0.353
0.24,0.443,0.435
0.622,0.41,0.426
0.24,0.343,0.337
0.229,0.46,0.308
0.24,0.464,0.391
0.459,0.566,0.518
0.427,0.441,0.481
0.542,0.584,0.78
0.408,0.471,0.694
0.427,0.538,0.578
0.765,0.385,0.462
0.562,0.593,0.796
0.615,0.471,0.806
0.728,0.45,0.75
0.235,0.509,0.321
0.367,0.571,0.542
0.49,0.57,0.545
0.271,0.575,0.546
0.5,0.615,0.71
0.71,0.806,0.575
0.224,0.373,0.414
0.204,0.34,0.269
0.153,0.719,0.272
0.1,0.612,0.288
0.106,0.549,0.269
0.438,0.292,0.191
0.292,0.276,0.173
0.167,0.283,0.277
0.256,0.357,0.241
0.24,0.53,0.263
0.123,0.741,0.337
0.354,0.396,0.349
0.303,0.439,0.25
0.233,0.409,0.316
0.115,0.882,0.465
0.724,0.53,0.302
0.677,0.471,0.43
0.184,0.443,0.267
0.22,0.304,0.09
0.112,0.319,0.206
0.167,0.469,0.281
0.41,0.55,0.803
0.771,0.793,0.673
0.823,0.627,0.814
0.075,0.529,0.355
0.112,0.491,0.182
0.552,0.216,0.532
0.26,0.643,0.417
0.585,0.231,0.429
0.552,0.32,0.685
0.52,0.365,0.446
0.125,0.761,0.366
0.16,0.783,0.462
0.051,0.724,0.379
0.542,0.423,0.343
0.396,0.769,0.509
0.333,0.842,0.536
0.153,0.446,0.441
0.097,0.48,0.263
0.041,0.539,0.333
0.123,0.51,0.134
0.167,0.62,0.412
0.406,0.529,0.304
0.327,0.373,0.395
0.153,0.613,0.336
0.061,0.531,0.331
0.071,0.661,0.25
0.082,0.702,0.24
0.104,0.658,0.442
0.573,0.694,0.431
0.5,0.615,0.326
0.052,0.775,0.317
0.051,0.773,0.274
0.031,0.796,0.245
0.552,0.255,0.264
0.153,0.343,0.238
0.01,0.353,0.224
0.191,0.491,0.163
0.094,0.592,0.348
0.104,0.62,0.185
0.112,0.641,0.28
0.48,0.296,0.324
0.051,0.519,0.19
0.125,0.491,0.33
0.458,0.454,0.278
0.385,0.442,0.364
0.448,0.388,0.648
0.531,0.429,0.46
0.517,0.556,0.473
0.23,0.577,0.26
0.194,0.509,0.204
0.143,0.66,0.364
0.094,0.551,0.381
0.398,0.284,0.392
0.351,0.385,0.322
0.323,0.518,0.365
0.286,0.481,0.4
0.573,0.423,0.412
0.531,0.255,0.391
0.156,0.406,0.321
0.062,0.51,0.221
0.163,0.637,0.366
0.125,0.625,0.2
0.229,0.565,0.373
0.214,0.769,0.356
0.062,0.582,0.245
0.187,0.716,0.267
0.194,0.45,0.192
0.347,0.644,0.462
0.314,0.681,0.459
0.165,0.735,0.389
0.104,0.86,0.47
0.167,0.541,0.509
0.153,0.723,0.271
0.188,0.541,0.43
0.361,0.423,0.391
0.051,0.868,0.369
0.276,0.706,0.353
0.143,0.556,0.491
0.115,0.816,0.218
0.21,0.714,0.288
0.188,0.748,0.385
0.052,0.507,0.184
0.163,0.472,0.212
0.227,0.643,0.227
0.153,0.637,0.368
0.092,0.663,0.336
0.102,0.626,0.411
0.438,0.5,0.368
0.208,0.482,0.361
0.199,0.217,0.218
0.317,0.417,0.555
0.365,0.704,0.652
0.388,0.402,0.411
0.406,0.38,0.606
0.388,0.462,0.49
0.561,0.52,0.518
0.583,0.392,0.47
0.388,0.507,0.421
0.375,0.569,0.434
0.344,0.49,0.274
0.27,0.604,0.35
0.204,0.28,0.142
0.424,0.541,0.454
0.281,0.472,0.291
0.276,0.531,0.481
0.5,0.528,0.642
0.677,0.325,0.4
0.021,0.702,0.286
0.135,0.69,0.4
0.115,0.559,0.25
0.271,0.439,0.25
0.135,0.608,0.396
0.548,0.538,0.559
0.688,0.441,0.625
0.663,0.542,0.734
0.354,0.577,0.331
0.375,0.625,0.613
0.219,0.75,0.585
0.066,0.677,0.33
0.129,0.464,0.232
0.208,0.595,0.267
0.229,0.85,0.29
0.177,0.647,0.308
0.26,0.458,0.283
0.375,0.471,0.304
0.104,0.688,0.353
0.208,0.63,0.292
0.062,0.637,0.302
0.031,0.694,0.273
0.265,0.64,0.349
0.186,0.557,0.339
0.235,0.735,0.436
0.255,0.755,0.575
0.115,0.663,0.202
0.042,0.561,0.291
0.367,0.75,0.595
0.276,0.632,0.462
0.562,0.608,0.75
0.476,0.551,0.583
0.25,0.618,0.414
0.3,0.655,0.407
0.208,0.552,0.366
0.312,0.575,0.575
0.25,0.794,0.48
0.35,0.582,0.413
0.276,0.461,0.472
0.385,0.368,0.355
0.281,0.421,0.231
0.135,0.555,0.471
0.281,0.615,0.397
0.204,0.464,0.349
0.271,0.49,0.41
0.173,0.471,0.336
0.482,0.5,0.35
0.41,0.401,0.438
0.233,0.317,0.418
0.229,0.324,0.269
0.184,0.625,0.37
0.264,0.676,0.222
0.5,0.347,0.382
0.396,0.436,0.575
0.427,0.573,0.5
0.542,0.578,0.509
0.584,0.571,0.75
0.885,0.52,0.604
0.675,0.471,0.6
0.635,0.53,0.727
0.823,0.593,0.759
0.622,0.363,0.64
0.1,0.74,0.366
